INFO:root:2021/05/09 12:36:57 {'data': {'isFault': True, 'isButton': False, 'battery': 'NOT_PRESENT', 'powerInput': 'NOT_PRESENT', 'powerInput5vIo': 'PRESENT'}, 'error': 'NO_ERROR'} 42 0 2098 0 5065 -236
INFO:root:2021/05/09 17:52:48 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 66 3751 680 5030 787
INFO:root:Status check complete. Commencing battery-level check.
INFO:root:Units calculated during this session:  0
INFO:root:2021/05/09 17:52:48 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 66 3751 680 5030 787
INFO:root:Battery below threshold, shutting down pi.
INFO:root:Shutdown will be issued in 2:00 minutes. PiJuice will cut power in 2:30 minutes.
INFO:root:Starting logging.py...
INFO:root:2021/05/09 18:02:39 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3632 1190 5021 1003
INFO:root:2021/05/09 18:02:40 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3742 656 5025 724
INFO:root:2021/05/09 18:02:41 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3741 660 5025 724
INFO:root:2021/05/09 18:02:42 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3740 665 5031 787
INFO:root:2021/05/09 18:02:43 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3710 811 5020 1168
INFO:root:2021/05/09 18:02:44 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3745 641 5026 724
INFO:root:2021/05/09 18:02:45 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3738 675 5028 855
INFO:root:2021/05/09 18:02:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3726 733 5025 855
INFO:root:2021/05/09 18:02:47 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3739 670 5026 1083
INFO:root:2021/05/09 18:02:48 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3738 675 5025 787
INFO:root:Status check complete. Commencing battery-level check.
INFO:root:Units calculated during this session:  0
INFO:root:2021/05/09 18:02:48 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 64 3738 675 5025 787
INFO:root:Battery below threshold, shutting down pi.
INFO:root:Shutdown will be issued in 2:00 minutes. PiJuice will cut power in 2:30 minutes.
INFO:root:Starting logging.py...
INFO:root:2021/05/09 18:12:38 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 62 3673 942 5015 1148
INFO:root:2021/05/09 18:12:39 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 62 3732 656 5025 1083
INFO:root:2021/05/09 18:12:40 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 62 3734 631 5026 1003
INFO:root:2021/05/09 18:12:41 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 62 3734 631 5026 855
INFO:root:2021/05/09 18:12:42 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 62 3705 772 5022 927
INFO:root:2021/05/09 18:12:43 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 62 3727 665 5028 724
INFO:root:2021/05/09 18:12:44 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 62 3703 782 5026 787
INFO:root:2021/05/09 18:12:45 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 62 3697 811 5025 840
INFO:root:2021/05/09 18:12:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 62 3728 660 5026 912
INFO:root:2021/05/09 18:12:47 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 62 3728 660 5031 787
INFO:root:Status check complete. Commencing battery-level check.
INFO:root:Units calculated during this session:  0
INFO:root:2021/05/09 18:12:47 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 62 3728 660 5031 787
INFO:root:Battery below threshold, shutting down pi.
INFO:root:Shutdown will be issued in 2:00 minutes. PiJuice will cut power in 2:30 minutes.
INFO:root:Starting logging.py...
INFO:root:2021/05/09 18:22:38 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 61 3668 903 5025 900
INFO:root:2021/05/09 18:22:39 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 61 3724 631 5026 774
INFO:root:2021/05/09 18:22:40 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 61 3722 641 5030 608
INFO:root:2021/05/09 18:22:41 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 61 3715 675 5026 1168
INFO:root:2021/05/09 18:22:42 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 61 3693 782 5020 855
INFO:root:2021/05/09 18:22:43 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 61 3721 646 5031 724
INFO:root:2021/05/09 18:22:44 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 61 3698 758 5023 1148
INFO:root:2021/05/09 18:22:45 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 61 3708 709 5026 774
INFO:root:2021/05/09 18:22:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 60 3718 660 5028 787
INFO:root:2021/05/09 18:22:47 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 60 3715 675 5026 787
INFO:root:Status check complete. Commencing battery-level check.
INFO:root:Units calculated during this session:  0
INFO:root:2021/05/09 18:22:47 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 60 3715 675 5026 787
INFO:root:Battery below threshold, shutting down pi.
INFO:root:Shutdown will be issued in 2:00 minutes. PiJuice will cut power in 2:30 minutes.
INFO:root:Starting logging.py...
INFO:root:2021/05/09 18:32:37 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 59 3673 835 5026 1083
INFO:root:2021/05/09 18:32:38 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 59 3710 656 5026 787
INFO:root:2021/05/09 18:32:39 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 59 3713 641 4966 787
INFO:root:2021/05/09 18:32:40 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 59 3706 675 5030 1148
INFO:root:2021/05/09 18:32:41 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 59 3697 719 5022 840
INFO:root:2021/05/09 18:32:42 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 59 3706 675 5028 724
INFO:root:2021/05/09 18:32:43 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 59 3708 665 4968 865
INFO:root:2021/05/09 18:32:44 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 59 3671 845 5023 860
INFO:root:2021/05/09 18:32:45 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 59 3705 670 5023 927
INFO:root:2021/05/09 18:32:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 59 3706 665 5031 787
INFO:root:Status check complete. Commencing battery-level check.
INFO:root:Units calculated during this session:  0
INFO:root:2021/05/09 18:32:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 59 3706 665 5031 787
INFO:root:Battery below threshold, shutting down pi.
INFO:root:Shutdown will be issued in 2:00 minutes. PiJuice will cut power in 2:30 minutes.
INFO:root:Starting logging.py...
INFO:root:2021/05/09 18:42:37 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 57 3654 879 5017 712
INFO:root:2021/05/09 18:42:38 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 57 3703 641 5033 774
INFO:root:2021/05/09 18:42:39 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 57 3704 636 5028 712
INFO:root:2021/05/09 18:42:40 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 57 3701 651 5028 787
INFO:root:2021/05/09 18:42:41 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 57 3680 753 5025 1168
INFO:root:2021/05/09 18:42:42 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 57 3702 646 5028 787
INFO:root:2021/05/09 18:42:43 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 57 3697 670 5026 787
INFO:root:2021/05/09 18:42:44 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 57 3667 816 5025 840
INFO:root:2021/05/09 18:42:45 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 57 3693 690 4965 774
INFO:root:2021/05/09 18:42:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 57 3697 670 5025 855
INFO:root:Status check complete. Commencing battery-level check.
INFO:root:Units calculated during this session:  0
INFO:root:2021/05/09 18:42:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 57 3697 670 5025 855
INFO:root:Battery below threshold, shutting down pi.
INFO:root:Shutdown will be issued in 2:00 minutes. PiJuice will cut power in 2:30 minutes.
INFO:root:Starting logging.py...
INFO:root:2021/05/09 18:52:37 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 55 3666 782 5009 1447
INFO:root:2021/05/09 18:52:38 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 55 3698 626 5028 787
INFO:root:2021/05/09 18:52:39 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 55 3697 631 5025 855
INFO:root:2021/05/09 18:52:40 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 55 3687 680 5025 787
INFO:root:2021/05/09 18:52:41 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 55 3669 767 5022 1256
INFO:root:2021/05/09 18:52:42 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 55 3684 694 5031 1003
INFO:root:2021/05/09 18:52:43 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 55 3688 675 5028 912
INFO:root:2021/05/09 18:52:44 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 55 3683 699 5026 774
INFO:root:2021/05/09 18:52:45 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 55 3687 680 5025 927
INFO:root:2021/05/09 18:52:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 55 3686 685 5028 855
INFO:root:Status check complete. Commencing battery-level check.
INFO:root:Units calculated during this session:  0
INFO:root:2021/05/09 18:52:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 55 3686 685 5028 855
INFO:root:Battery below threshold, shutting down pi.
INFO:root:Shutdown will be issued in 2:00 minutes. PiJuice will cut power in 2:30 minutes.
INFO:root:Starting logging.py...
INFO:root:2021/05/09 19:02:37 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 54 3585 1137 5020 1168
INFO:root:2021/05/09 19:02:38 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 54 3686 646 5028 712
INFO:root:2021/05/09 19:02:39 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 54 3685 651 5030 855
INFO:root:2021/05/09 19:02:40 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 54 3690 626 5028 927
INFO:root:2021/05/09 19:02:41 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 54 3676 694 5026 912
INFO:root:2021/05/09 19:02:42 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 54 3684 656 5026 912
INFO:root:2021/05/09 19:02:43 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 54 3683 660 5026 1349
INFO:root:2021/05/09 19:02:44 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 54 3673 709 5025 1392
INFO:root:2021/05/09 19:02:45 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 54 3676 694 5031 774
INFO:root:2021/05/09 19:02:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 54 3679 680 5026 774
INFO:root:Status check complete. Commencing battery-level check.
INFO:root:Units calculated during this session:  0
INFO:root:2021/05/09 19:02:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 54 3679 680 5026 774
INFO:root:Battery below threshold, shutting down pi.
INFO:root:Shutdown will be issued in 2:00 minutes. PiJuice will cut power in 2:30 minutes.
INFO:root:Starting logging.py...
INFO:root:2021/05/09 19:12:37 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 52 3628 893 5012 1148
INFO:root:2021/05/09 19:12:38 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 52 3678 652 5025 1065
INFO:root:2021/05/09 19:12:39 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 52 3678 652 5031 986
INFO:root:2021/05/09 19:12:40 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 52 3673 676 5028 927
INFO:root:2021/05/09 19:12:41 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 52 3674 671 5025 1168
INFO:root:2021/05/09 19:12:42 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 52 3678 652 5028 855
INFO:root:2021/05/09 19:12:43 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 52 3671 686 5025 724
INFO:root:2021/05/09 19:12:44 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 52 3666 700 5025 855
INFO:root:2021/05/09 19:12:45 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 52 3672 671 5026 787
INFO:root:2021/05/09 19:12:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 52 3676 652 5026 774
INFO:root:Status check complete. Commencing battery-level check.
INFO:root:Units calculated during this session:  0
INFO:root:2021/05/09 19:12:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 52 3676 652 5026 774
INFO:root:Battery below threshold, shutting down pi.
INFO:root:Shutdown will be issued in 2:00 minutes. PiJuice will cut power in 2:30 minutes.
INFO:root:Starting logging.py...
INFO:root:2021/05/09 19:22:38 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 51 3623 884 5018 1328
INFO:root:2021/05/09 19:22:39 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 51 3671 647 5026 774
INFO:root:2021/05/09 19:22:40 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 51 3670 652 5026 1003
INFO:root:2021/05/09 19:22:41 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 33 51 3664 681 5026 855
INFO:root:2021/05/09 19:22:42 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 51 3661 695 5020 1065
INFO:root:2021/05/09 19:22:43 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 51 3670 652 5026 712
INFO:root:2021/05/09 19:22:44 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 51 3665 676 5026 651
INFO:root:2021/05/09 19:22:45 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 51 3643 782 5021 840
INFO:root:2021/05/09 19:22:46 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 50 3668 661 5026 774
INFO:root:2021/05/09 19:22:47 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 50 3663 686 4966 840
INFO:root:Status check complete. Commencing battery-level check.
INFO:root:Units calculated during this session:  0
INFO:root:2021/05/09 19:22:47 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 50 3663 686 4966 840
INFO:root:Battery below threshold, shutting down pi.
INFO:root:Shutdown will be issued in 2:00 minutes. PiJuice will cut power in 2:30 minutes.
INFO:root:Starting logging.py...
INFO:root:2021/05/09 19:32:37 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 49 3594 985 5017 1981
INFO:root:2021/05/09 19:32:38 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 49 3665 642 5026 1065
INFO:root:2021/05/09 19:32:39 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 49 3663 652 5026 651
INFO:root:2021/05/09 19:32:40 {'data': {'isFault': False, 'isButton': False, 'battery': 'NORMAL', 'powerInput': 'BAD', 'powerInput5vIo': 'NOT_PRESENT'}, 'error': 'NO_ERROR'} 32 49 3662 657 5033 986
